iter	Logloss
0	0.4997554091
1	0.2849841608
2	0.2254502182
3	0.1806805765
4	0.158220021
5	0.1350472195
6	0.1221983976
7	0.1178229752
8	0.1136555185
9	0.1092698526
10	0.1052167287
11	0.1027599081
12	0.09956861628
13	0.09732576124
14	0.09515974252
15	0.09325595047
16	0.0917716951
17	0.08929111222
18	0.08779102071
19	0.08602740994
20	0.08436642489
21	0.08349993136
22	0.08263287014
23	0.08174245916
24	0.08002374144
25	0.07910887548
26	0.07756485264
27	0.07654322179
28	0.07571856288
29	0.07486946748
30	0.07411576885
31	0.07373928019
32	0.0730336798
33	0.07229940887
34	0.07170228854
35	0.07054821838
36	0.06982458462
37	0.06893666197
38	0.06863369467
39	0.06777637202
40	0.06712099432
41	0.06635725478
42	0.06520309778
43	0.06472870994
44	0.06399188034
45	0.06325449952
46	0.06267588818
47	0.06227480219
48	0.06201128654
49	0.06167339917
50	0.06124409978
51	0.06074093928
52	0.05986534846
53	0.05924869026
54	0.05885912033
55	0.05814570158
56	0.05772481178
57	0.05734107124
58	0.05683277007
59	0.05652279717
60	0.05547698614
61	0.05484984416
62	0.05448444075
63	0.0540836179
64	0.0537722559
65	0.05328448567
66	0.05232497954
67	0.05155282318
68	0.05080299494
69	0.05045376158
70	0.05021179386
71	0.04970321788
72	0.04892629878
73	0.0487276374
74	0.04809447364
75	0.04748975949
76	0.04688644831
77	0.04642906056
78	0.04614044703
79	0.04589877623
80	0.04573346813
81	0.04541117345
82	0.04507806852
83	0.04494145447
84	0.04453296927
85	0.04416271527
86	0.04391754538
87	0.04373770399
88	0.04346650447
89	0.0431559701
90	0.04271282655
91	0.04234431586
92	0.04197528189
93	0.0417587339
94	0.04164396772
95	0.04145887288
96	0.04120820027
97	0.04074912389
98	0.04043468134
99	0.0401459478
100	0.03990195272
101	0.03962542999
102	0.03928334838
103	0.03902768003
104	0.03889760119
105	0.03873539132
106	0.03825402099
107	0.03797018367
108	0.03751833584
109	0.03748246429
110	0.03736065572
111	0.03719678074
112	0.03694793909
113	0.03679423871
114	0.03645178721
