iter	Logloss
0	0.6163234475
1	0.5469596853
2	0.5067916351
3	0.4674332186
4	0.4222631619
5	0.3978931677
6	0.3779537949
7	0.352675647
8	0.3156757045
9	0.2958619581
10	0.2769776026
11	0.2487928045
12	0.2382629251
13	0.2194097797
14	0.2122555212
15	0.2047252645
16	0.1948865464
17	0.1885359621
18	0.1791737168
19	0.1754708131
20	0.17186341
21	0.169003553
22	0.1600384774
23	0.1570630989
24	0.154808966
25	0.1528971299
26	0.1512697347
27	0.1492258115
28	0.1472210724
29	0.146270401
30	0.1449823531
31	0.1396217536
32	0.1383357314
33	0.1371103979
34	0.1337420346
35	0.1330904133
36	0.1324339431
37	0.1309207201
38	0.130287849
39	0.128848115
40	0.1281320573
41	0.1274604144
42	0.1264064892
43	0.1256937074
44	0.1249944683
45	0.12454144
46	0.1227609733
47	0.1217175217
48	0.1215301652
49	0.1211113309
50	0.1205825057
51	0.1201796636
52	0.1194770725
53	0.1172675277
54	0.1165978244
55	0.1161910122
56	0.1154994777
57	0.1150818226
58	0.11465314
59	0.1144283849
60	0.1138065067
61	0.1134101568
62	0.1129593065
63	0.1125800513
64	0.1121109575
65	0.1112522888
66	0.1109044988
67	0.110186979
68	0.1099726565
69	0.1091705098
70	0.1087892536
71	0.1085521141
72	0.1079425831
73	0.1076025829
74	0.1072766677
75	0.1069708895
76	0.1068335203
77	0.1062978933
78	0.1061230046
79	0.1057225654
80	0.1054588539
81	0.1051936036
82	0.1035842907
83	0.1033982752
84	0.1030693366
85	0.1026460168
86	0.1024129755
87	0.1023663933
88	0.1022327642
89	0.1021188185
90	0.1018310851
91	0.101202716
92	0.1010662561
93	0.1008836685
94	0.1004814788
95	0.1003398355
96	0.1000017494
97	0.09983846931
98	0.09975312421
99	0.09953944822
100	0.09915261295
101	0.09804152528
102	0.09779076722
103	0.09762838413
104	0.09752837993
105	0.09733283817
106	0.09721108082
107	0.09712396853
108	0.09705268544
109	0.09681200879
110	0.09648916229
111	0.0963387512
112	0.09629826551
113	0.09620249634
114	0.09612138751
115	0.09605551044
116	0.09595533709
117	0.09516174372
118	0.09498976457
119	0.09460536442
120	0.09452291422
121	0.09419150205
122	0.0940817702
123	0.09394810864
124	0.09386290942
125	0.09374523803
126	0.0936608563
127	0.0935753652
128	0.09342579976
129	0.09335452186
130	0.09315481574
131	0.09304495257
132	0.09291423838
133	0.09278515451
134	0.092716715
135	0.09261817983
136	0.09245882753
137	0.09237996819
138	0.09220566137
139	0.09213693557
140	0.09207121845
141	0.09201035964
142	0.09193213926
143	0.0919004232
144	0.09181805974
145	0.0917714752
146	0.09170193673
147	0.09135517224
