iter	Logloss
0	0.3363332362
1	0.1923395578
2	0.1447852981
3	0.1227653111
4	0.1154253881
5	0.1086266366
6	0.1042315618
7	0.09987993827
8	0.0945441357
9	0.09058312381
10	0.08948825463
11	0.0876876162
12	0.08568712873
13	0.08399797692
14	0.08102541066
15	0.07947214739
16	0.0779364688
17	0.07652841973
18	0.075091988
19	0.07411042755
20	0.07287451751
21	0.07113322601
22	0.07021517617
23	0.06937717145
24	0.06794362808
25	0.06724492092
26	0.06569729085
27	0.06459144919
28	0.06393149329
29	0.06269858458
30	0.06192568502
31	0.06152378608
32	0.05986826175
33	0.05931514833
34	0.05870085181
35	0.05794145305
36	0.05704160685
37	0.05583801077
38	0.05479383247
39	0.05400441368
40	0.05275991856
41	0.05166778737
42	0.05046555546
43	0.05028398805
44	0.04978564377
45	0.04914323978
46	0.04860225697
47	0.04811915177
48	0.04741455632
49	0.04685404409
50	0.04633915344
51	0.04595101221
52	0.04513954754
53	0.04452062819
54	0.04396003374
55	0.04352168912
56	0.04287874498
57	0.04257368519
58	0.04191548426
59	0.04171569231
60	0.0414006895
61	0.04112732511
62	0.04040411914
63	0.03998274626
64	0.03962197995
65	0.03947541444
66	0.03930893375
67	0.0389074835
68	0.03858782268
69	0.03803062379
70	0.037668981
71	0.03738975324
72	0.03698337601
73	0.03664510387
74	0.0361828414
75	0.03556555902
76	0.03513649463
77	0.03483456383
78	0.03445271818
79	0.03411617388
80	0.03396122472
81	0.03365478829
82	0.03340705531
83	0.03323063943
84	0.03285087864
85	0.03260963944
86	0.03253511635
87	0.0323565549
88	0.03215399038
89	0.03172487734
90	0.03136550275
91	0.03108246592
92	0.0305032706
93	0.03042036365
94	0.02992095372
95	0.0297181148
96	0.02957780667
97	0.02948410766
98	0.02905995126
99	0.02851516611
100	0.02829867853
101	0.02806252131
102	0.02777916686
103	0.02751837241
104	0.02731983044
105	0.027055965
106	0.02692578675
107	0.02680980164
108	0.02647355887
109	0.02633080515
110	0.02602841601
111	0.02586561391
112	0.02562580875
113	0.02537433524
114	0.02526398644
115	0.02507291787
116	0.02479001734
117	0.02465004302
118	0.02434987302
119	0.02414921906
120	0.02392891165
121	0.0238037826
122	0.02376057215
123	0.02334167382
124	0.02321271892
125	0.02306292682
126	0.02281218636
127	0.02257299765
128	0.02245530521
129	0.02230754369
130	0.02209881325
131	0.02196611321
132	0.02185044401
133	0.02178704719
134	0.02151120212
135	0.0212925771
136	0.02107441968
137	0.02084496864
138	0.02072909017
139	0.02063755724
140	0.02057022399
141	0.02049884466
142	0.02031760523
143	0.02026482959
144	0.02017944267
145	0.01998482888
146	0.01995913345
147	0.01982910195
148	0.0195508341
149	0.01941921397
150	0.0193136648
151	0.01923991416
152	0.01903680525
153	0.01893146514
154	0.01879560184
155	0.01865615561
156	0.01858226244
157	0.01837698394
158	0.01830174107
159	0.01817610071
160	0.01802452851
161	0.01799395997
162	0.01791179673
163	0.01785565971
164	0.01777416558
165	0.01769514791
166	0.01768262611
167	0.01756841065
168	0.0173771115
169	0.01726465754
170	0.01716405173
